Database Tables

	Table Name	Access Type	Accesses	Gross [microsec]	B	BuffType	Table Category	P/C	Short Description	Package

	ABAP SQL Setup	Open SQL	  1,210	          83,791					Internal ABAP SQL Events; See SAP Note 03290913
	FINSC_LD_CMP	Open SQL	     12	          21,137	On	Complete	TRANSP		CompCode-Dependent Settings for Univ. Journal Entry Ledger	FINS_ACDOC_CUST
	T042Y	Open SQL	      1	              81	On	Generic	TRANSP		Account Determination for Bank to Bank Payments	FMZA
	TNRO	Open SQL	      5	              80	On	Complete	TRANSP		Definition of number range objects	SZN
	T009	Open SQL	      8	              79	On	Complete	TRANSP		Fiscal Year Variants	SFBX
	TKA09	Open SQL	      3	              79	On	Generic	TRANSP		Basic Settings for Versions	KBAS
	TKA01	Open SQL	      8	              77	On	Generic	TRANSP		Controlling Areas	KBASCORE
	CVERS	Open SQL	      4	              77	On	Complete	TRANSP		Release Status of Software Components in System	SAUD
	T022	Open SQL	      5	              73	On	Complete	TRANSP		FI-SL Activity: Fixed Data	GBAS
	T156N	Open SQL	      1	              72	On	Complete	TRANSP		Next Movement Type	MB
	/SAPSLL/TUNOS	Open SQL	      2	              71	On	Single Record	TRANSP		Numbering Scheme Usage	/SAPSLL/CORE
	DD30L	Open SQL	      1	              70	On	Single Record	TRANSP		Search helps	SDSH
	T001D	Open SQL	      2	              69	On	Complete	TRANSP		Validation of Accounting Documents	FBAS
	T001Q	Open SQL	      2	              69	On	Complete	TRANSP		Substitution in Accounting Documents	FBAS
	FMLV_EXTERNAL_CURTYPE_ML	Open SQL	      1	              69			?	?	?
	ENLFDIR	Open SQL	      2	              68	On	Single Record	TRANSP		Additional Attributes for Function Modules	SFUNC
	CRMC_IT_COPY_IF	Open SQL	      1	              68	On	Generic	TRANSP		Copy Item Categories - Item Category Determination	CRM_COPY
	/SYCLO/AP001	Open SQL	      2	              67	On	Complete	TRANSP		Syclo Integration Framework Runtime Settings	/SYCLO/CORE
	SOTR_TEXT	Open SQL	      1	              65	On	Generic	TRANSP		Text Table in the OTR	SOTR
	T160M	Open SQL	      2	              62	On	Generic	TRANSP		Message Control: Purchasing (System Messages)	ME
	/SCWM/T300	Open SQL	      2	              61	On	Generic	TRANSP		Definition: Warehouse Numbers	/SCWM/WMEBASICS
	T001B	Open SQL	      2	              61	On	Generic	TRANSP		Permitted Posting Periods	FBAS
	FAGL_SPLIT_FIELD	Open SQL	      5	              60	On	Complete	TRANSP		Characteristics for Split	FAGL_LEDGER_CUST
	CKMLMV009	Open SQL	      6	              59	On	Complete	TRANSP		Process Catagory	CKMC
	T002X	Open SQL	      3	              59	On	Complete	TRANSP		Language Key in Hexadecimal Format	SI18N
	TMODU	Open SQL	      1	              59	On	Generic	TRANSP		Cross Reference Field Name - MODIF1	FBAS
	TACESYSTEVENTS	Open SQL	      1	              59	On	Complete	TRANSP		Events in the Accrual Engine	ACE
	DSHCONFIG	Open SQL	      1	              59	On	Complete	TRANSP		Search Help Configuration Parameter	SDSH
	SBR_FTR_STATE	Open SQL	      1	              57	On	Complete	TRANSP		Activation for Business Feature	SBO_BUSINESS_FEATURE
	FINS_T001A	Open SQL	      3	              56			?	?	?
	/SCWM/TGLOBAL_C	Open SQL	      2	              56	On	Complete	TRANSP		EWM: Global Customizing per Client	/SCWM/CORE
	SOTR_HEAD	Open SQL	      1	              55	On	Single Record	TRANSP		Header Table for OTR Texts	SOTR
	TPS34	Open SQL	      1	              55	On	Complete	TRANSP		Process BTE: Customer Enhancements	BBTE
	TPS31	Open SQL	      1	              55	On	Complete	TRANSP		Process BTE: Alternative Function Modules from SAP	BBTE
	TCLU	Open SQL	      1	              55	On	Generic	TRANSP		Class Status	CL
	FINSTS_ACDOC_FCT	Open SQL	      1	              55	On	Complete	TRANSP		Fieldcatalog for table ACDOCA in unified journal entry	FINS_ACDOC_CUST
	T100C	Open SQL	      2	              54	On	Generic	TRANSP		Message Control by User	BF_CUSTOMIZING
	T009B	Open SQL	      4	              53	On	Complete	TRANSP		Fiscal year variant periods	SFBX
	TCONT	Open SQL	      4	              53	On	Complete	TRANSP		Timestamp for context buffer	SFRM
	SWFDEVENA	Open SQL	      2	              52	On	Complete	TRANSP		Activations for Event Linkages	SWF_EVT
	MDLV	Open SQL	      2	              51	On	Complete	TRANSP		Customizing MRP Area	MD03
	TRWCA	Open SQL	      4	              50	On	Complete	TRANSP		FI/CO Interface: Active Components	KIST
	T156X	Open SQL	      2	              50	On	Generic	TRANSP		Trans./Event Key Modification	MB
	FINSC_CUSTBTTYPE	Open SQL	      2	              48	On	Complete	TRANSP		Business Transaction Type	FINS_BTTYPE_CONFIGURATION
	TCUWIPB	Open SQL	      1	              48	On	Complete	TRANSP		Customizing WIP Batch	COWIPB
	CFIN_CTRL	Open SQL	      1	              48	On	Complete	TRANSP		central finance generic settings	FIN_CFIN_INTEGRATION
	T150	Open SQL	      1	              48	On	Generic	TRANSP		Physical Inventory Stock Types and Allocated Movement Types	MB
	BADIISIMPLED	Open SQL	      1	              48	On	Single Record	TRANSP		Runtime table BAdI is implemented.	SEEF_REDEFINITION_BADI
	T156SC	Open SQL	      3	              46	On	Generic	TRANSP		Mvt Type: Qty/Value Posting: Customer Table; as of Rel. 4.6A	MB
	V_LTDX	Open SQL	      1	              46	On	Generic	VIEW		Generated Table for View	SLIS
	TPS32	Open SQL	      1	              46	On	Complete	TRANSP		Process BTE: Partner Enhancements	BBTE
	TPS01	Open SQL	      1	              46	On	Complete	TRANSP		Library of the Process Business Transaction Events	BBTE
	TCURF	Open SQL	      4	              45	On	Generic	TRANSP		Conversion Factors	SFIB
	TAX_APPLI	Open SQL	      2	              45	On	Complete	TRANSP		Applications for Tax Services	FBAS
	FINRE_EVENT_RULE	Open SQL	      1	              44	On	Generic	TRANSP		Substitution Scenerio Events - Assigned Rules	FINS_GEN_RE_REP
	BALSUB	Open SQL	      1	              43	On	Generic	TRANSP		Application log: Subobjects	SZAL_COMMON
	SEOCLASS	Open SQL	      3	              42	On	Single Record	TRANSP		Class/Interface	SEO
	FAGL_SPLIT_ACTC	Open SQL	      3	              41	On	Generic	TRANSP		Deactivation of Document Splitting per Company Code	FAGL_LEDGER_CUST
	FINSC_CURTYPET	Open SQL	      2	              41	On	Complete	TRANSP		Currency type	FINS_ACDOC_CUST
	FAGL_SETTINGS	Open SQL	      1	              41	On	Complete	TRANSP		New General Ledger: Internal Control Parameters	FAGL_LEDGER_CUST
	FAGL_ACTIVEC	Open SQL	      4	              40	On	Complete	TRANSP		Activation of New General Ledger	FAGL_LEDGER_CUST
	OIH01A	Open SQL	      3	              40	On	Complete	TRANSP		Excise Duty Rates Table	OIH
	FMLV_CURTP_ML	Open SQL	      3	              40			?	?	?
	OIB07	Open SQL	      2	              40	On	Complete	TRANSP		Parameter of the Quantity Conversion Interface	OIB_QCI
	RFCCBWHITELIST_A	Open SQL	      1	              40	On	Single Record	TRANSP		Positive List for RFC Callbacks	SRCX
	T000K	Open SQL	      4	              39	On	Complete	TRANSP		Group	FKUC
	FAGL_SPLIT_FLD_S	Open SQL	      3	              39	On	Complete	TRANSP		Characteristics Permitted for Split	FAGL_LEDGER_CUST
	ADCNTRYQU	Open SQL	      1	              39	On	Complete	TRANSP		Countries with active quarterly adjustment	SZAD
	T158B	Open SQL	      1	              38	On	Generic	TRANSP		Check Table: Movement Type for Transaction Code	MB
	CRMC_PROC_TYPE	Open SQL	      3	              37	On	Generic	TRANSP		Business Transaction Type	CRM_ORDER
	FINSC_LEDGER_REP	Open SQL	      2	              37	On	Complete	TRANSP		Unified Journal Entry Ledger (Auxiliary table for Reporting)	FINS_ACDOC_CUST
	CFIN_CPCTL	Open SQL	      1	              37	On	Complete	TRANSP		Central Payment Customizing Table	FIN_CFIN_INTEGRATION
	/SYCLO/CA002D	Open SQL	      1	              37	On	Complete	TRANSP		xChange Object Data Segment Settings	/SYCLO/CORE
	T001L	Open SQL	      4	              36	On	Generic	TRANSP		Storage Locations	MG
	TTYPVA	Open SQL	      1	              36	On	Complete	TRANSP		G/L Line Item Table ACDOCA Summarization	FBAS
	T007B	Open SQL	      1	              36	On	Generic	TRANSP		Tax Processing in Accounting	BF
	BALOBJ	Open SQL	      1	              36	On	Complete	TRANSP		Application log: objects	SZAL_COMMON
	OIB05	Open SQL	      2	              35	On	Complete	TRANSP		Oil unit of measure groups	OIB
	/SYCLO/EFI01	Open SQL	      2	              35	On	Complete	TRANSP		Syclo Exchange enhancement framework assignment	/SYCLO/CORE
	FINSC_LD_CMP_AP	Open SQL	      2	              34	On	Complete	TRANSP		Allowed Combinations Ledger + CompanyCode + AccPrinciple	FINS_ACDOC_CUST
	TF001	Open SQL	      2	              34	On	Generic	TRANSP		SAP Cons.: Global Specifications	FC00_UC
	FINRE_S_EVT_RULE	Open SQL	      1	              34	On	Complete	TRANSP		Substitution Scenerio Events - Assigned Rules	FINS_GEN_RE_REP
	/QTYW/SORTQUAN	Open SQL	      1	              33	On	Complete	TRANSP		Define sorting sequence of quantity table	/QTYW/BCC
	FAGL_TLDGRP	Open SQL	      1	              33	On	Complete	TRANSP		Ledger Group	FAGL_LEDGER_CUST
	TCLAO	Open SQL	      2	              32	On	Complete	TRANSP		Several Objects in one Class Type	CL
	CKMLMV007RT	Open SQL	      1	              32	On	Complete	TRANSP		Name formation: Text for naming rule	CKMC
	FINSC_LEDGER_T	Open SQL	      1	              32	On	Complete	TRANSP		Unified Journal Entry Ledger	FINS_ACDOC_CUST
	BGRFC_CUST_O_SRV	Open SQL	      1	              32	On	Complete	TRANSP		Outbound Scheduler/Destination Customizing	SQRFC2
	TCLA	Open SQL	      4	              31	On	Complete	TRANSP		Class Types	CL0C
	/AIF/RFC_CONF	Open SQL	      2	              31	On	Complete	TRANSP		Configuration for RFC	/AIF/RFC
	TTYP	Open SQL	      2	              31	On	Complete	TRANSP		Object Types for Accounting	FBAS
	TBSL	Open SQL	      2	              31	On	Complete	TRANSP		Posting Key	FBZ
	I_GOODSMOVEMENTTYPE	Open SQL	      1	              31			?	?	?
	TKA00	Open SQL	      2	              30	On	Generic	TRANSP		Control parameters for controlling areas	KISTCORE
	TBE31	Open SQL	      1	              30	On	Complete	TRANSP		Publish&Subscribe BTE: SAP Enhancement	BBTE
	FINSC_VERSN_LD	Open SQL	      1	              30	On	Complete	TRANSP		Determine G/L Ledger for CO-Version (TP only, no COGM!)	FINS_ACDOC_CUST
	T882G	Open SQL	      2	              29	On	Generic	TRANSP		Company code - ledger assignment	GLT0
	EDOCOMPANYACTIV	Open SQL	      2	              29	On	Generic	TRANSP		eDocument: Activation of Source Types per Company Code	GLO-EDO
	T800A	Open SQL	      1	              29	On	Complete	TRANSP		FI-SL tables	GBAS
	CRMC_OBJECTS	Open SQL	      1	              29	On	Complete	TRANSP		Business Transaction - Component Type	CRM_ORDER
	FINS_ACDOC_ACT	Open SQL	      4	              28	On	Complete	TRANSP		Activation of Universal Journal Entry	FINS_ACDOC_CUST
	/SYCLO/CA000F	Open SQL	      2	              28	On	Complete	TRANSP		Mobile application - features	/SYCLO/CORE
	T030A	Open SQL	      1	              28	On	Complete	TRANSP		Transaction Keys and Assignment to Groups	FBAS
	/IDT/D_FI_CONTRL	Open SQL	      1	              28	On	Complete	TRANSP		FI process control configuration	/IDT/GENERAL
	CFIN_SOURCE_SET	Open SQL	      1	              28	On	Generic	TRANSP		Settings for Central Finance in the Source System	FIN_CFIN_INTEGRATION
	SHMM_TRC_GLOBAL	Open SQL	      1	              28	On	Single Record	TRANSP		Shared Memory Monitor Trace: Global Control	SHARED_OBJECTS_TOOLS
	FQMTS_ORAP_T	Open SQL	      1	              28	On	Complete	TRANSP		Description origin application	FQM_CORE
	FINS_REV_REC_ACC_PRI_VIEW	Open SQL	      1	              28			?	?	?
	JVAONACDOCAUSERS	Open SQL	      1	              27	On	Complete	TRANSP		Users for which JVA on ACDOCA is active (even if BF is off!)	GJVA_MIG
	MFLE_XPRA_MAPPER	Open SQL	      1	              27	On	Complete	TRANSP		Mapping table for FLE XPRA	MFLE_XPRA
	FAGL_MIG_002	Open SQL	      1	              27	On	Complete	TRANSP		Assignment of a Migration Plan to Company Code and Ledger	FAGL_MIG_CUST
	SIPT_CCODE_FI	Open SQL	      1	              27	On	Complete	TRANSP		Signature PT: Relevant Foreign Company Code for FI	ID-SIGN-PT
	T003	Open SQL	      3	              26	On	Generic	TRANSP		Document Types	FBASCORE
	FLE_TOPIC_SWITCH	Open SQL	      2	              26	On	Complete	TRANSP		Field Length Extension	FLE_TOOLS
	/SYCLO/YEFI01	Open SQL	      2	              26	On	Complete	TRANSP		Syclo Exchange enhancement framework assignment - Custom	/SYCLO/CORE
	USREFUS	Open SQL	      2	              26	On	Single Record	TRANSP		Reference user for internet applications	SUSR
	FINS_MPROJECT	Open SQL	      1	              26	On	Complete	TRANSP		Mass Data Project: Projects	FINS_FI_MASS_DATA
	FAAI_SLALIT1M	Open SQL	      1	              26	On	Complete	TRANSP		Allowed Slalittype Movcat Combinations	FINS_FAA_CFG_DB_SYST
	FMLV_CKMLCT	Open SQL	      1	              26			?	?	?
	T6B2F_WCB	Open SQL	      2	              25	On	Generic	TRANSP		Condition Contract: Allowed Condition Types/Tables per Group	WCB_CC_PERS
	DOKIL	Open SQL	      2	              25	On	Single Record	TRANSP		Index for Documentation Table DOKH	SDOC
	TCKMIT	Open SQL	      2	              25	On	Complete	TRANSP		Currency Types and Valuation Categories for Mat. Ledger Type	CKMC
	T134	Open SQL	      2	              25	On	Generic	TRANSP		Material Types	MG
	T8J156W	Open SQL	      1	              25	On	Complete	TRANSP		JV additions to T156W	GJV2
	TSADVC	Open SQL	      1	              25	On	Complete	TRANSP		Customizing international address versions	SZAD
	T030R	Open SQL	      1	              25	On	Generic	TRANSP		Rules for Determination of Standard Accounts	FBAS
	T042I	Open SQL	      1	              25	On	Generic	TRANSP		Account determination for payment program	FBZ
	OVS_CHKRSLT_T	Open SQL	      1	              25	On	Complete	TRANSP		Text Table for OVF_T_CHKRSLT	ID-FI-OVF-ABA
	FIN_RE_LOG_EVT_C	Open SQL	      1	              25	On	Complete	TRANSP		Financial Rule Execution: Level of messages persistence	FINS_GEN_RE_REP
	/SCWM/TCAT	Open SQL	      3	              24	On	Generic	TRANSP		Stock Type Definition	/SCWM/CORE
	FMLC_TOGGLE	Open SQL	      3	              24	On	Complete	TRANSP		Activation state of ML relevant toggles	FINS_ML_FEATURES
	/SYCLO/CA001	Open SQL	      3	              24	On	Complete	TRANSP		Cross application system settings	/SYCLO/CORE
	RSADMIN	Open SQL	      3	              24	On	Complete	TRANSP		Data import administration settings	SBIW
	TBE32	Open SQL	      2	              24	On	Complete	TRANSP		Publish&Subscribe BTE: Customer Enhancements	BBTE
	FINSC_DEFSUM	Open SQL	      2	              24	On	Complete	TRANSP		Deferred Summarization: Activation and Residence Periods	FINS_ACDOC_DEF_SUMMARIZATION
	TCURN	Open SQL	      1	              24	On	Complete	TRANSP		Quotations	SFIB
	T156T	Open SQL	      1	              24	On	Generic	TRANSP		Movement Type Text	MB
	FCML_MLCO	Open SQL	      1	              24	On	Complete	TRANSP		Control Table Transfer of ML Postings to CO	FCML_COGM
	T063F	Open SQL	      1	              24	On	Complete	TRANSP		Function Codes: Inventory Management	MB
	FLOG_PLANT	Open SQL	      1	              24	On	Generic	TRANSP		Field Logistics relevant Plants	FLOG_CONTENT
	/QTYW/ISO91	Open SQL	      2	              23	On	Complete	TRANSP		ISO 91-1:1992 - Petroleum measurement tables - Part 1	/QTYW/BCC
	T134H	Open SQL	      2	              23	On	Generic	TRANSP		Organiz. Unit: Business Area Determ. - MM View	MB
	TMCEXACT	Open SQL	      2	              23	On	Complete	TRANSP		LO Data Extraction: Activate Data Sources/Update	MCEX
	GPD_TUSE	Open SQL	      2	              23	On	Complete	TRANSP		GPD functionality usage flag	GPD
	OIB_READINGGROUP	Open SQL	      1	              23	On	Complete	TRANSP		Reading group : Define parameters for a conversion group	OIB_QCI
	SVERS	Open SQL	      1	              23	On	Complete	TRANSP		SAP Release	SBAT
	/NFM/TBASIC	Open SQL	      1	              23	On	Complete	TRANSP		NF Metals: Basic Settings	/NFM/DDIC
	OIH6	Open SQL	      1	              23	On	Complete	TRANSP		ED postings per ED rate	OIH
	TTXD	Open SQL	      2	              22	On	Single Record	TRANSP		Description of Tax Jurisdiction Code Structure	VTAX_DET
	TBE34	Open SQL	      2	              22	On	Complete	TRANSP		Publish&Subscribe BTE: Customer Enhancements	BBTE
	TF005	Open SQL	      1	              22	On	Single Record	TRANSP		SAP Consolidation: Analysis Help	FC00_UC
	CSKB	Open SQL	      1	              22	On	Generic	TRANSP		Cost Elements (Data Dependent on Controlling Area)	KBASCORE
	J_3RNKS_TBSL	Open SQL	      1	              22	On	Complete	TRANSP		Credit memo posting keys for AuC	J3RF
	USR05	Open SQL	      1	              22	On	Generic	TRANSP		User Master Parameter ID	SUSR_KRN
	TOJTB	Open SQL	      3	              21	On	Single Record	TRANSP		Business object repository: Basic data	SWO
	T886	Open SQL	      3	              21	On	Generic	TRANSP		FI-SL Activities	GBAS
	/SCWM/TMAPSTLOC	Open SQL	      2	              21	On	Complete	TRANSP		Mapping Table for ERP Plant Storage Location	/SCWM/WMEBASICS
	UST12	Open SQL	      1	              21	On	Generic	TRANSP		User master: Authorizations	SUSR
	TBD06	Open SQL	      1	              21	On	Complete	TRANSP		Distribution model for methods	SALE
	OIH03	Open SQL	      1	              21	On	Complete	TRANSP		Excise duty posting control	OIH
	/SCDL/BO_BOPF2	Open SQL	      1	              21	On	Complete	TRANSP		Mapping Node Keys to Types	/SCDL/BUSINESS_OBJECTS
	FCML_ACCMAP_ACP	Open SQL	      1	              21	On	Complete	TRANSP		Alternative Accounts for Each Accounting Principle	FCML_COGM
	TKA00PCA	Open SQL	      1	              21	On	Complete	TRANSP		EC-PCA: Control of actual data transfer	KE1C
	TBE01	Open SQL	      1	              21	On	Complete	TRANSP		Library of the Publish&Subscribe Business Transaction Events	BBTE
	TACC_TRGT_LDGR	Open SQL	      1	              21	On	Complete	TRANSP		Assgmt of Accounting Principle to Target Ledger or Ledger Gp	FBAS
	/SYCLO/CA000S	Open SQL	      1	              21	On	Complete	TRANSP		Mobile application - mobile status settings	/SYCLO/CORE
	/SYCLO/YCA002D	Open SQL	      1	              21	On	Complete	TRANSP		xChange Object Data Segment Settings - Custom Config	/SYCLO/CORE
	CLPROF	Open SQL	      2	              20	On	Complete	TRANSP		Classification: Parameters for Settings	CL
	/SCWM/TPMTYP	Open SQL	      2	              20	On	Complete	TRANSP		Packaging Material Types	/SCWM/HUBASICS
	T156B	Open SQL	      1	              20	On	Generic	TRANSP		Movement Types: Screen Selection	MB
	FINSC_BTTYPE	Open SQL	      1	              20	On	Complete	TRANSP		Business Transaction Category	FINS_BTTYPE_CONFIGURATION
	FAGL_LEDGER_SCEN	Open SQL	      1	              20	On	Generic	TRANSP		Active Scenarios of a Ledger	FAGL_LEDGER_CUST
	T004F	Open SQL	      2	              19	On	Generic	TRANSP		Field status definition groups	FBZ
	TMCNV	Open SQL	      2	              19	On	Complete	TRANSP		Data on Material Numbers Conversion	BMG
	TCURC	Open SQL	      2	              19	On	Generic	TRANSP		Currency Codes	SFIB
	TCURR	Open SQL	      1	              19	On	Generic	TRANSP		Exchange Rates	SFIB
	FINSC_PRED_FKREL	Open SQL	      1	              19	On	Complete	TRANSP		Assignment order-related billing relevance for Pred. Acc.	FINS_ACDOC_PREDICTIVE
	TTZZ	Open SQL	      1	              19	On	Complete	TRANSP		Time zones	SZTZ
	ATPRA	Open SQL	      1	              19	On	Single Record	TRANSP		Treasury: Clearing Account for Payment Requests	FTA_CORE
	T8A00	Open SQL	      4	              18	On	Complete	TRANSP		Account Determination for Profit Center Accounting	KE1
	TJ02	Open SQL	      2	              18	On	Complete	TRANSP		System status	BSV
	/IBPP/R3_BARVS	Open SQL	      2	              18	On	Complete	TRANSP		Relevant Movement Types	/IBPP/PLUG_IN_R3
	T156Q	Open SQL	      2	              18	On	Generic	TRANSP		Movement Type: Material-Independent Control	QL
	FINSC_CT_DELTA	Open SQL	      2	              18	On	Complete	TRANSP		Delta Currency and Valuation Types	FINS_ACDOC_CUST
	/SYCLO/YCA000F	Open SQL	      2	              18	On	Complete	TRANSP		Mobile application - features - Custom Config	/SYCLO/CORE
	TMC2S	Open SQL	      1	              18	On	Generic	TRANSP		Info Structures to be Updated per Business Event	MCS
	/SYCLO/CA000FT	Open SQL	      1	              18	On	Complete	TRANSP		Mobile application - feature description	/SYCLO/CORE
	/SCDL/BO_BOPF4	Open SQL	      1	              18	On	Complete	TRANSP		Mapping Doccat/Itemcat - Node Key/Nodecat Key	/SCDL/BUSINESS_OBJECTS
	FOT_ISO_CTRY_SCP	Open SQL	      1	              18	On	Complete	TRANSP		Scope for ISO Countries	FOT_COMMON
	FINS_AVC_ACTGRP	Open SQL	      1	              18	On	Complete	TRANSP		Availability Control Activity Groups	FINS_CO_AVC_GEN
	/SCMB/TSERV_CTX	Open SQL	      1	              18	On	Complete	TRANSP		Services and Implementation	/SCMB/TOOLS
	OIB_CONV_UOM	Open SQL	      1	              18	On	Complete	TRANSP		Assignment of Units between Conv. Group and T006	OIB_QCI
	/SYCLO/CA000R	Open SQL	      2	              17	On	Complete	TRANSP		Mobile application - user persona	/SYCLO/CORE
	TJ01	Open SQL	      2	              17	On	Complete	TRANSP		Business Transactions	BSV
	T8G20	Open SQL	      2	              17	On	Generic	TRANSP		Splitting Rule: Header Data	GLT0
	VSCAN_PROF	Open SQL	      2	              17	On	Complete	TRANSP		Virus Scan Profiles	SVSCAN
	/SYCLO/YCA000R	Open SQL	      2	              17	On	Complete	TRANSP		Mobile application - user persona - Custom Config	/SYCLO/CORE
	T158G	Open SQL	      1	              17	On	Complete	TRANSP		MMIM: Possible Codes for BAPI Goods Movement	MB
	SALV_GZT_ADMIN	Open SQL	      1	              17	On	Complete	TRANSP		SALV GUI Administration Settings	SALV_GUI_ZT
	FAAI_SLALIT0	Open SQL	      1	              17	On	Complete	TRANSP		Slalittype Metadata	FINS_FAA_CFG_DB_SYST
	FINSC_CMP_VERSND	Open SQL	      1	              17	On	Complete	TRANSP		CO-CompatViews - from G/L Ledger to Fields for CO-Version	FINS_ACDOC_CUST
	/SCWM/T331	Open SQL	      1	              17	On	Generic	TRANSP		Storage Type Control	/SCWM/CORE
	FCOT_COGS_LOG	Open SQL	      1	              17	On	Complete	TRANSP		control table: write log for cogs split	FINS_COPA_COGS_SPLIT
	FCLM_CONFIG2	Open SQL	      4	              16	On	Complete	TRANSP		Define Basic Settings	FCLM_REUSE
	T134M	Open SQL	      3	              16	On	Generic	TRANSP		Control of Qty/Value Update	MB
	T093_BSN_FUNC	Open SQL	      3	              16	On	Complete	TRANSP		ERP Business Function for FI-AA	AC
	ASEXDOM	Open SQL	      2	              16	On	Complete	TRANSP		Domains with external representation	SLIS
	T004	Open SQL	      2	              16	On	Generic	TRANSP		Directory of Charts of Accounts	FBASCORE
	CEPC	Open SQL	      2	              16	On	Generic	TRANSP		Profit Center Master Data Table	KE1
	JVAONACDOCAACTIV	Open SQL	      2	              16	On	Complete	TRANSP		Activity information for JVA on ACDOCA	GJVA_MIG
	OI001	Open SQL	      2	              16	On	Complete	TRANSP		Company Code Parameters	OI0_COMMON
	/SCDL/BOPFACT	Open SQL	      1	              16	On	Complete	TRANSP		Mapping of BOPF Actions	/SCDL/BUSINESS_OBJECTS
	T8G21A	Open SQL	      1	              16	On	Generic	TRANSP		Splitting rule: Base item categories	GLT0
	TMCEXEVE	Open SQL	      1	              16	On	Complete	TRANSP		LO Data Extraction: Events/Extract Structures	MCEX
	T007A	Open SQL	      1	              16	On	Generic	TRANSP		Tax Keys	FBASCORE
	TRWCI	Open SQL	      3	              15	On	Complete	TRANSP		FI/CO Interface: Components installed	KIST
	FINS_TRR_ASS	Open SQL	      2	              15	On	Complete	TRANSP		Event Based Rev. Rec.: Assignment Rule	FINS_REV_REC_CUST
	TDWOD	Open SQL	      2	              15	On	Complete	TRANSP		Screen for DMS Object Link	CV
	TBSLT	Open SQL	      1	              15	On	Generic	TRANSP		Posting Key Names	FBAS
	FINS_SIS_PROJ	Open SQL	      1	              15			?	?	?
	OIH10	Open SQL	      1	              15	On	Complete	TRANSP		License Requirements Tab	OIH
	TTZR	Open SQL	      1	              15	On	Complete	TRANSP		Time zone rules	SZTZ
	T880	Open SQL	      1	              15	On	Generic	TRANSP		Global Company Data (for KONS Ledger)	GBASCORE
	OIB_RDGGROUPT	Open SQL	      1	              15	On	Generic	TRANSP		Description of reading group parameter	OIB_QCI
	CEPCT	Open SQL	      1	              15	On	Generic	TRANSP		Texts for Profit Center Master Data	KE1
	FINS_TRR_FTR	Open SQL	      1	              15	On	Complete	TRANSP		EBRR Switches	FINS_REV_REC_CUST
	SXS_MLCO	Open SQL	      1	              15	On	Single Record	TRANSP		Conflicts of Multiple Active Implementations of Single BAdIs	SECE
	/SCDL/TSTRUCTURE	Open SQL	      1	              15	On	Complete	TRANSP		Relevant Structures for Delivery	/SCDL/DBAL_CORE
	T156W	Open SQL	      1	              15	On	Complete	TRANSP		Posting string values	MB
	/SYCLO/YCA000G	Open SQL	      2	              14	On	Complete	TRANSP		Mobile app - persona/feature assignments - Custom Config	/SYCLO/CORE
	FINSC_CURR_CHNGE	Open SQL	      2	              14	On	Complete	TRANSP		Task: Add or Remove Currency Types in ACDOCA Table Entries	FINS_ACDOC_CUST
	TCKMHD	Open SQL	      2	              14	On	Complete	TRANSP		Description of Material Ledger Type	CKMC
	FCLM_FB2_CONFIG	Open SQL	      2	              14	On	Single Record	TRANSP		Default Liquidity Items for Liquidity Analysis	FCLM_QUERY_SEQUENCE
	A	Open SQL	      1	              14			?	?	?
	/QTYW/READINGCCK	Open SQL	      1	              14	On	Complete	TRANSP		Range group data - Input parameters of reading group	/QTYW/BCC
	GB31C	Open SQL	      1	              14	On	Complete	TRANSP		Boolean Rules: Form Pool Naming Range	GVAL
	FINSC_PRED_RLDNR	Open SQL	      1	              14	On	Complete	TRANSP		SFIN: Ledgers for Predictive Accounting	FINS_ACDOC_PREDICTIVE
	TOBJ	Open SQL	      1	              14	On	Complete	TRANSP		Authorization Objects	SUSR
	T001N	Open SQL	      1	              14	On	Complete	TRANSP		Company Code - EC Tax Numbers / Notifications	FBAS
	TACE_ACCMETHODS	Open SQL	      1	              14	On	Complete	TRANSP		Methods for Calculation of Periodic Accrual Amount	ACE-DS
	T8A20	Open SQL	      1	              14	On	Complete	TRANSP		Special handling for goods movements between profit centers	KE1
	TKEEXITS	Open SQL	      1	              14	On	Complete	TRANSP		CO-PA Internal Exits	KE
	TBE23	Open SQL	      1	              14	On	Complete	TRANSP		Business Framework: Partner's Active Products	BBTE
	TMODP	Open SQL	      1	              14	On	Generic	TRANSP		Name of Items in Field Selection Definitions	FBAS
	TTYPVX	Open SQL	      1	              14	On	Complete	TRANSP		Enhanced Document Summarization in FI	FBAS
	DDCDS_RAP_TRANSACT_INTERFACES	Open SQL	      1	              14			?	?	?
	DAC_D_TECHUSER	Open SQL	      1	              14	On	Complete	TRANSP		Digital Access : Technical User for unattended iRPA	DIGITAL_ACCESS
	/SCWM/LOG_ACT	Open SQL	      1	              14	On	Generic	TRANSP		Application Log	/SCWM/CORE
	T156V	Open SQL	      1	              14	On	Complete	TRANSP		Availability Table	MB
	/SCWM/TRACE_ACT	Open SQL	      1	              14	On	Generic	TRANSP		Activate Transaction Trace in EWM	/SCWM/TM
	FCOC_COGS_CC	Open SQL	      2	              13	On	Complete	TRANSP		COGS Splitting Scheme: Assignment to Company Code	FINS_COPA_COGS_SPLIT
	IDBUPLA_ACTIVE	Open SQL	      2	              13	On	Complete	TRANSP		Activate Business Place per country	ID-FI
